id,label,family,title,source,cccs_type,status,statement,parameter_values,gc_discussion,profile_note
ca-7.1,CA-7(1),CA,Independent assessment,NIST SP 800-53 Rev. 5.2.0,control,,Employ independent assessors or assessment teams to monitor the controls in the system on an ongoing basis.,,,
ca-7.4,CA-7(4),CA,Risk monitoring,NIST SP 800-53 Rev. 5.2.0,control,,"Ensure risk monitoring is an integral part of the continuous monitoring strategy that includes the following:
a. effectiveness monitoring
b. compliance monitoring
c. change monitoring",,,
ca-9,CA-9,CA,Internal system connections,NIST SP 800-53 Rev. 5.2.0,control,,"A. Authorize internal connections of [Assignment: organization-defined system components or classes of components] to the system
B. Document, for each internal connection, the interface characteristics, security and privacy requirements, and the nature of the information communicated
C. Terminate internal system connections after [Assignment: organization-defined conditions]
D. Review [Assignment: organization-defined frequency] the continued need for each internal connection",,,
ca-9.1,CA-9(1),CA,Compliance checks,NIST SP 800-53 Rev. 5.2.0,control,,Perform security and privacy compliance checks on constituent system components prior to the establishment of the internal connection.,,,
cm-1,CM-1,CM,Configuration management policy and procedures,NIST SP 800-53 Rev. 5.2.0,activity,,"A. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]
1. [Selection (1 or more): Organization-level; Mission/business process-level; System-level] configuration management policy that
   a. addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance
   b. is consistent with applicable laws, Orders in Council, directives, regulations, policies, standards, and guidelines
2. procedures to facilitate the implementation of the configuration management policy and the associated configuration management controls
   B. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the configuration management policy and procedures
   C. Review and update the current configuration management
3. policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]
4. procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]",,,
cm-2,CM-2,CM,Baseline configuration,NIST SP 800-53 Rev. 5.2.0,control,,"A. Develop, document, and maintain under configuration control, a current baseline configuration of the system
B. Review and update the baseline configuration of the system
1. [Assignment: organization-defined frequency]
2. when required due to [Assignment: organization-defined circumstances]
3. when system components are installed or upgraded",,,
cm-2.2,CM-2(2),CM,Automation support for accuracy and currency,NIST SP 800-53 Rev. 5.2.0,control,,"Maintain the currency, completeness, accuracy, and availability of the baseline configuration of the system using [Assignment: organization-defined automated mechanisms].",,,
cm-2.3,CM-2(3),CM,Retention of previous configurations,NIST SP 800-53 Rev. 5.2.0,control,,Retain [Assignment: organization-defined number] of previous versions of baseline configurations of the system to support rollback.,,,
cm-2.6,CM-2(6),CM,Development and test environments,NIST SP 800-53 Rev. 5.2.0,control,,Maintain a baseline configuration for system development and test environments that is managed separately from the operational baseline configuration.,,,
cm-2.7,CM-2(7),CM,Configure systems and components for high-risk areas,NIST SP 800-53 Rev. 5.2.0,control,,"a. Issue [Assignment: organization-defined systems or system components] with [Assignment: organization-defined configurations] to individuals traveling to locations that the organization deems to be of significant risk
b. Apply the following controls to the systems or components when the individuals return from travel: [Assignment: organization-defined controls]",,,
cm-3,CM-3,CM,Configuration change control,NIST SP 800-53 Rev. 5.2.0,control,,"A. Determine and document the types of changes to the system that are configuration-controlled
B. Review proposed configuration-controlled changes to the system and approve or disapprove such changes with explicit consideration for security and privacy impact analyses
C. Document configuration change decisions associated with the system
D. Implement approved configuration-controlled changes to the system
E. Retain records of configuration-controlled changes to the system for [Assignment: organization-defined time period]
F. Monitor and review activities associated with configuration-controlled changes to the system
G. Coordinate and provide oversight for configuration change control activities through [Assignment: organization-defined configuration change control element] that convenes [Selection (1 or more): [Assignment: organization-defined frequency]; when [Assignment: organization-defined configuration change conditions]]",,"For changes that impact privacy risk, the appropriate privacy senior official or executive updates PIAs and PIBs.",
cm-3.2,CM-3(2),CM,"Testing, validation, and documentation of changes",NIST SP 800-53 Rev. 5.2.0,control,,"Test, validate, and document changes to the system before finalizing the implementation of the changes.",,,
cm-3.4,CM-3(4),CM,Security and privacy representatives,NIST SP 800-53 Rev. 5.2.0,control,,Require [Assignment: organization-defined security and privacy representatives] to be members of the [Assignment: organization-defined configuration change control element].,,,
cm-4,CM-4,CM,Impact analyses,NIST SP 800-53 Rev. 5.2.0,control,,Analyze changes to the system to determine potential security and privacy impacts prior to change implementation.,,"If the system facilitates automated decision-making, it may also be a requirement to complete and release the final results of an algorithmic impact assessment prior to the production of any automated decision system.",
cm-4.1,CM-4(1),CM,Separate test environments,NIST SP 800-53 Rev. 5.2.0,control,,"Analyze changes to the system in a separate test environment before implementation in an operational environment, looking for security and privacy impacts due to flaws, weaknesses, incompatibility, or intentional malice.",,,
cm-4.2,CM-4(2),CM,Verification of controls,NIST SP 800-53 Rev. 5.2.0,control,,"After system changes, verify that the impacted controls are implemented correctly, operating as intended, and producing the desired outcome with regard to meeting the security and privacy requirements for the system.",,,
cm-5,CM-5,CM,Access restrictions for change,NIST SP 800-53 Rev. 5.2.0,control,,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to the system.",,,
cm-6,CM-6,CM,Configuration Settings,NIST SP 800-53 Rev. 5.2.0,control,,"A. Establish and document configuration settings for components employed within the system that reflect the most restrictive mode consistent with operational requirements using [Assignment: organization-defined common secure configurations]
B. Implement the configuration settings
C. Identify, document, and approve any deviations from established configuration settings for [Assignment: organization-defined system components] based on [Assignment: organization-defined operational requirements]
D. Monitor and control changes to the configuration settings in accordance with organizational policies and procedures",,,
cm-7,CM-7,CM,Least functionality,NIST SP 800-53 Rev. 5.2.0,control,,"A. Configure the system to provide only [Assignment: organization-defined mission essential capabilities]
B. Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [Assignment: organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services]",,,
cm-7.1,CM-7(1),CM,Periodic review,NIST SP 800-53 Rev. 5.2.0,control,,"a. Review the system [Assignment: organization-defined frequency] to identify unnecessary and/or nonsecure functions, ports, protocols, software, and services
b. Disable or remove [Assignment: organization-defined functions, ports, protocols, software, and services within the system deemed to be unnecessary and/or nonsecure]",,,
cm-7.2,CM-7(2),CM,Prevent program execution,NIST SP 800-53 Rev. 5.2.0,control,,"Prevent program execution in accordance with [Selection (1 or more): [Assignment: organization-defined policies, rules of behaviour, and/or access agreements regarding software program usage and restrictions]; rules authorizing the terms and conditions of software program usage].",,,
cm-7.5,CM-7(5),CM,Authorized software — Allow-by-exception,NIST SP 800-53 Rev. 5.2.0,control,,"a. Identify [Assignment: organization-defined software programs authorized to execute on the system]
b. Employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the system
c. Review and update the list of authorized software programs [Assignment: organization-defined frequency]",,,
cm-8,CM-8,CM,System component inventory,NIST SP 800-53 Rev. 5.2.0,control,,"A. Develop and document an inventory of system components that
1. accurately reflects the system
2. includes all components within the system
3. does not include duplicate accounting of components or components assigned to any other system
4. is at the level of granularity deemed necessary for tracking and reporting
5. includes the following information to achieve system component accountability: [Assignment: organization-defined information deemed necessary to achieve effective system component accountability]
   B. Review and update the system component inventory [Assignment: organization-defined frequency]",,,
cm-8.1,CM-8(1),CM,Updates during installation and removal,NIST SP 800-53 Rev. 5.2.0,control,,"Update the inventory of system components as part of component installations, removals, and system updates.",,,
cm-8.3,CM-8(3),CM,Automated unauthorized component detection,NIST SP 800-53 Rev. 5.2.0,control,,"a. Detect the presence of unauthorized hardware, software, and firmware components within the system using [Assignment: organization-defined automated mechanisms] [Assignment: organization-defined frequency]
b. Take the following actions when unauthorized components are detected: [Selection (1 or more): disable network access by such components; isolate the components; notify [Assignment: organization-defined personnel or roles]]",,,
cm-8.4,CM-8(4),CM,Accountability information,NIST SP 800-53 Rev. 5.2.0,control,,"Include in the system component inventory information, a means for identifying by [Selection (1 or more): name; position; role], individuals responsible and accountable for administering those components.",,,
cm-8.6,CM-8(6),CM,Assessed configurations and approved deviations,NIST SP 800-53 Rev. 5.2.0,control,,Include assessed component configurations and any approved deviations to current deployed configurations in the system component inventory.,,,
cm-9,CM-9,CM,Configuration management plan,NIST SP 800-53 Rev. 5.2.0,control,,"Develop, document, and implement a configuration management plan for the system that
A. addresses roles, responsibilities, and configuration management processes and procedures
B. establishes a process for identifying configuration items throughout the system development lifecycle and for managing the configuration of the configuration items
C. defines the configuration items for the system and places the configuration items under configuration management
D. is reviewed and approved by [Assignment: organization-defined personnel or roles]
E. protects the configuration management plan from unauthorized disclosure and modification",,,
cm-10,CM-10,CM,Software use restrictions,NIST SP 800-53 Rev. 5.2.0,control,,"A. Use software and associated documentation in accordance with contract agreements and copyright laws
B. Track the use of software and associated documentation protected by quantity licenses to control copying and distribution
C. Control and document the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work",,,
cm-11,CM-11,CM,User-installed software,NIST SP 800-53 Rev. 5.2.0,control,,"A. Establish [Assignment: organization-defined policies] governing the installation of software by users
B. Enforce software installation policies through the following methods: [Assignment: organization-defined methods]
C. Monitor policy compliance [Assignment: organization-defined frequency]",,,
cm-11.2,CM-11(2),CM,Software installation with privileged status,NIST SP 800-53 Rev. 5.2.0,control,,Allow user installation of software only with explicit privileged status.,,,
cm-12,CM-12,CM,Information location,NIST SP 800-53 Rev. 5.2.0,control,,"A. Identify and document the location of [Assignment: organization-defined information] and the specific system components on which the information is processed and stored
B. Identify and document the users who have access to the system and system components where the information is processed and stored
C. Document changes to the location (i.e., system or system components) where the information is processed and stored",,The security category of the information is also a factor in determining the controls necessary to protect the information and the system component where the information resides (see TBS Standard on Security Categorization).,
cm-12.1,CM-12(1),CM,Automated tools to support information location,NIST SP 800-53 Rev. 5.2.0,control,,Use automated tools to identify [Assignment: organization-defined information by information type] on [Assignment: organization-defined system components] to ensure controls are in place to protect organizational information and individual privacy.,,,
cp-1,CP-1,CP,Contingency planning policy and procedures,NIST SP 800-53 Rev. 5.2.0,activity,,"A. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]
1. [Selection (1 or more): Organization-level; Mission/business process-level; System-level] contingency planning policy that
   a. addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance
   b. is consistent with applicable laws, Orders in Council, directives, regulations, jurisprudence, policies, standards, and guidelines
2. procedures to facilitate the implementation of the contingency planning policy and the associated contingency planning controls
   B. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the contingency planning policy and procedures
   C. Review and update the current contingency planning
3. policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]
4. procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]",,,
cp-2,CP-2,CP,Contingency plan,NIST SP 800-53 Rev. 5.2.0,control,,"A. Develop a contingency plan for the system that
1. identifies essential mission and business functions and associated contingency requirements
2. provides recovery objectives, restoration priorities, and metrics
3. addresses contingency roles, responsibilities, and assigned individuals with contact information
4. addresses maintaining essential mission and business functions despite a system disruption, compromise, or failure
5. addresses eventual, full system restoration without deterioration of the controls originally planned and implemented
6. addresses the integrity of the data held within the system, including personal information
7. addresses the impact, injury, or consequence of a system compromise, including with respect to personal information
8. addresses the sharing of contingency information
9. is reviewed and approved by [Assignment: organization-defined personnel or roles]
   B. Distribute copies of the contingency plan to [Assignment: organization-defined key contingency personnel (identified by name and/or by role) and organizational elements]
   C. Ensure individuals with responsibilities review the contingency plan and understand their roles
   D. Coordinate contingency planning activities with incident handling activities
   E. Review the contingency plan for the system [Assignment: organization-defined frequency]
   F. Update the contingency plan to address changes to the organization, system, or environment of operation and problems encountered during contingency plan implementation, execution, or testing
   G. Communicate contingency plan changes to [Assignment: organization-defined key contingency personnel (identified by name and/or by role) and organizational elements]
   H. Incorporate lessons learned from contingency plan testing, training, or actual contingency activities into contingency testing and training
   AA. Protect the contingency plan from unauthorized disclosure and modification",,,
cp-2.1,CP-2(1),CP,Coordinate with related plans,NIST SP 800-53 Rev. 5.2.0,control,,Coordinate contingency plan development with organizational elements responsible for related plans.,,,
cp-2.2,CP-2(2),CP,Capacity planning,NIST SP 800-53 Rev. 5.2.0,control,,"Conduct capacity planning so that necessary capacity for information processing, telecommunications, and environmental support exists during contingency operations.",,,
cp-2.3,CP-2(3),CP,Resume mission and business functions,NIST SP 800-53 Rev. 5.2.0,control,,Plan for the resumption of [Selection (1): all; essential] mission and business functions within [Assignment: organization-defined time period] of contingency plan activation.,,,
cp-2.8,CP-2(8),CP,Identify critical assets,NIST SP 800-53 Rev. 5.2.0,control,,Identify critical system assets supporting [Selection (1): all; essential] mission and business functions.,,,
cp-3,CP-3,CP,Contingency training,NIST SP 800-53 Rev. 5.2.0,control,,"A. Provide contingency training to system users consistent with assigned roles and responsibilities
1. within [Assignment: organization-defined time period] of assuming a contingency role or responsibility
2. when required by system changes
3. [Assignment: organization-defined frequency] thereafter
   B. Review and update contingency training content [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]",,,
cp-4,CP-4,CP,Contingency plan testing,NIST SP 800-53 Rev. 5.2.0,control,,"A. Test the contingency plan for the system [Assignment: organization-defined frequency] using the following tests to determine the effectiveness of the plan and the readiness to execute the plan: [Assignment: organization-defined tests]
B. Review the contingency plan test results
C. Initiate corrective actions, if needed",,,
cp-4.1,CP-4(1),CP,Coordinate with related plans,NIST SP 800-53 Rev. 5.2.0,control,,Coordinate contingency plan testing with organizational elements responsible for related plans.,,,
cp-6,CP-6,CP,Alternate storage site,NIST SP 800-53 Rev. 5.2.0,control,,"A. Establish an alternate storage site, including necessary agreements to permit the storage and retrieval of system backup information
B. Ensure that the alternate storage site provides controls equivalent to that of the primary site",,,
cp-6.1,CP-6(1),CP,Separation from primary site,NIST SP 800-53 Rev. 5.2.0,control,,Identify an alternate storage site that is sufficiently separated from the primary storage site to reduce susceptibility to the same threats.,,,
cp-6.3,CP-6(3),CP,Accessibility,NIST SP 800-53 Rev. 5.2.0,control,,Identify potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster and outline explicit mitigation actions.,,,
cp-7,CP-7,CP,Alternate processing site,NIST SP 800-53 Rev. 5.2.0,control,,"A. Establish an alternate processing site, including necessary agreements to permit the transfer and resumption of [Assignment: organization-defined system operations] for essential mission and business functions within [Assignment: organization-defined time period consistent with recovery time and recovery point objectives] when the primary processing capabilities are unavailable
B. Make available at the alternate processing site the equipment and supplies required to transfer and resume operations or put contracts in place to support delivery to the site within the organization-defined time period for transfer and resumption
C. Provide controls at the alternate processing site that are equivalent to those at the primary site",,,
cp-7.1,CP-7(1),CP,Separation from primary site,NIST SP 800-53 Rev. 5.2.0,control,,Identify an alternate processing site that is sufficiently separated from the primary processing site to reduce susceptibility to the same threats.,,,
cp-7.2,CP-7(2),CP,Accessibility,NIST SP 800-53 Rev. 5.2.0,control,,Identify potential accessibility problems to alternate processing sites in the event of an area-wide disruption or disaster and outlines explicit mitigation actions.,,,
cp-7.3,CP-7(3),CP,Priority of service,NIST SP 800-53 Rev. 5.2.0,control,,Develop alternate processing site agreements that contain priority of service provisions in accordance with availability requirements (including recovery time objectives).,,,
cp-7.4,CP-7(4),CP,Preparation for use,NIST SP 800-53 Rev. 5.2.0,control,,Prepare the alternate processing site so that the site can serve as the operational site supporting essential mission and business functions.,,,
cp-7.6,CP-7(6),CP,Inability to return to primary site,NIST SP 800-53 Rev. 5.2.0,control,,Plan and prepare for circumstances that preclude returning to the primary processing site.,,,
cp-8,CP-8,CP,Telecommunications services,NIST SP 800-53 Rev. 5.2.0,control,,"Establish alternate telecommunications services, including necessary agreements to permit the resumption of [Assignment: organization-defined system operations] for essential mission and business functions within [Assignment: organization-defined time period] when the primary telecommunications capabilities are unavailable at either the primary or alternate processing or storage sites.",,,
cp-8.1,CP-8(1),CP,Priority of service provisions,NIST SP 800-53 Rev. 5.2.0,control,,"a. Develop primary and alternate telecommunications service agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives)
b. Request priority access for dialing via Innovation, Science and Economic Development Canada (ISED) for all telecommunications services used for national security emergency preparedness if the primary and/or alternate telecommunications services are provided by a common carrier (see ISED’s Priority Access for Dialling telecommunications services in times of crisis)",,No longer available in Canada.,
cp-8.2,CP-8(2),CP,Single points of failure,NIST SP 800-53 Rev. 5.2.0,control,,Obtain alternate telecommunications services to reduce the likelihood of sharing a single point of failure with primary telecommunications services.,,,
cp-8.3,CP-8(3),CP,Separation of primary and alternate providers,NIST SP 800-53 Rev. 5.2.0,control,,Obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats.,,,
cp-8.5,CP-8(5),CP,Alternate telecommunications service testing,NIST SP 800-53 Rev. 5.2.0,control,,Test alternate telecommunications services [Assignment: organization-defined frequency].,,,
cp-9,CP-9,CP,System backup,NIST SP 800-53 Rev. 5.2.0,control,,"A. Conduct backups of user-level information contained in [Assignment: organization-defined system components] [Assignment: organization-defined frequency consistent with recovery time and recovery point objectives]
B. Conduct backups of system-level information contained in the system [Assignment: organization-defined frequency consistent with recovery time and recovery point objectives]
C. Conduct backups of system documentation, including security- and privacy-related documentation [Assignment: organization-defined frequency consistent with recovery time and recovery point objectives]
D. Protect the confidentiality, integrity, and availability of backup information
AA. The organization determines retention periods for essential business information and archived backup",,,
cp-9.1,CP-9(1),CP,Testing for reliability and integrity,NIST SP 800-53 Rev. 5.2.0,control,,Test backup information [Assignment: organization-defined frequency] to verify media reliability and information integrity.,,,
cp-9.3,CP-9(3),CP,Separate storage for critical information,NIST SP 800-53 Rev. 5.2.0,control,,Store backup copies of [Assignment: organization-defined critical system software and other security-related information] in a separate facility or in a fire rated container that is not collocated with the operational system.,,,
cp-9.5,CP-9(5),CP,Transfer to alternate storage site,NIST SP 800-53 Rev. 5.2.0,control,,Transfer system backup information to the alternate storage site [Assignment: organization-defined time period and transfer rate consistent with the recovery time and recovery point objectives].,,,
cp-9.7,CP-9(7),CP,Dual authorization for deletion or destruction,NIST SP 800-53 Rev. 5.2.0,control,,Enforce dual authorization for the deletion or destruction of [Assignment: organization-defined backup information].,,,
cp-9.8,CP-9(8),CP,Cryptographic protection,NIST SP 800-53 Rev. 5.2.0,control,,Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of [Assignment: organization-defined backup information].,,,
cp-10,CP-10,CP,System recovery and reconstitution,NIST SP 800-53 Rev. 5.2.0,control,,"Provide for the recovery and reconstitution of the system to a known state within [Assignment: organization-defined time period consistent with recovery time and recovery point objectives] after a disruption, compromise, or failure.",,,
cp-10.2,CP-10(2),CP,Transaction recovery,NIST SP 800-53 Rev. 5.2.0,control,,Implement transaction recovery for systems that are transaction-based.,,,
cp-10.4,CP-10(4),CP,Restore within time period,NIST SP 800-53 Rev. 5.2.0,control,,"Provide the capability to restore system components within [Assignment: organization-defined restoration time periods] from configuration-controlled and integrity-protected information representing a known, operational state for the components.",,,
cp-10.6,CP-10(6),CP,Component protection,NIST SP 800-53 Rev. 5.2.0,control,,Protect system components used for recovery and reconstitution.,,,
ia-1,IA-1,IA,Identification and authentication policy and procedures,NIST SP 800-53 Rev. 5.2.0,activity,,"A. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]
1. [Selection (1 or more): Organization-level; Mission/business process-level; System-level] identification and authentication (IA) policy that
   a. addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance
   b. is consistent with applicable laws, jurisprudence, Orders in Council, directives, regulations, policies, standards, and guidelines
2. procedures to facilitate the implementation of the identification and authentication policy and the associated identification and authentication controls
   B. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the identification and authentication policy and procedures
   C. Review and update the current identification and authentication
3. policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]
4. procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]",,"Under the federal Privacy Act, individuals’ names or contact information at work is defined as personal information. For example, if non-organizational users rely on email addresses as part of their credentials, this would be a collection of personal information, with the associated controls required.",
ia-2,IA-2,IA,Identification and authentication (organizational users),NIST SP 800-53 Rev. 5.2.0,control,,Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.,,Organizations can satisfy the identification and authentication requirements by complying with the requirements set by TBS.,
ia-2.1,IA-2(1),IA,Strong MFA to privileged accounts,NIST SP 800-53 Rev. 5.2.0,control,,Implement strong MFA for access to privileged accounts.,,"In the GC, privileged users should have Level of Assurance 4 (LoA4) MFA.",
ia-2.2,IA-2(2),IA,MFA to non-privileged accounts,NIST SP 800-53 Rev. 5.2.0,control,,Implement MFA for access to non-privileged accounts.,,"In the GC, non-privileged users should have a minimum Level of Assurance 3 (LoA3) MFA.",
ia-2.8,IA-2(8),IA,Access to accounts — replay resistant,NIST SP 800-53 Rev. 5.2.0,control,,Implement replay-resistant authentication mechanisms for access to [Selection (1 or more): privileged accounts; non-privileged accounts].,,,
ia-2.10,IA-2(10),IA,Single sign-on,NIST SP 800-53 Rev. 5.2.0,control,,Provide a single sign-on capability for [Assignment: organization-defined system accounts and services].,,,
ia-2.12,IA-2(12),IA,Use of hardware token GC-issued PKI-based credentials,NIST SP 800-53 Rev. 5.2.0,control,,Accept and electronically verify GC-issued hardware token public key infrastructure (PKI)-based credentials.,,"It is recommended that GC-issued hardware token PKI-based credentials apply to organizations implementing logical access control and physical access control systems. At times, these credentials may contain personal information. Consideration of the privacy concept of necessity versus proportionality requires that organizations collect just enough personal information required to ensure accurate authentication.",
ia-3,IA-3,IA,Device identification and authentication,NIST SP 800-53 Rev. 5.2.0,control,,Uniquely identify and authenticate [Assignment: organization-defined devices and/or types of devices] before establishing a [Selection (1 or more): local; remote; network] connection.,,,
ia-4,IA-4,IA,Identifier management,NIST SP 800-53 Rev. 5.2.0,control,,"Manage system identifiers by:
A. receiving authorization from [Assignment: organization-defined personnel or roles] to assign an individual, group, role, service, or device identifier
B. selecting an identifier that identifies an individual, group, role, service, or device
C. assigning the identifier to the intended individual, group, role, service, or device
D. preventing reuse of identifiers for [Assignment: organization-defined time period]",,,
ia-4.4,IA-4(4),IA,Identify user status,NIST SP 800-53 Rev. 5.2.0,control,,Manage individual identifiers by uniquely identifying each individual as [Assignment: organization-defined characteristic identifying individual status].,,"For example, it might be useful for a government employee to know that one of the individuals on an email message is a contractor. This is generally intended for use with national security systems.",
ia-5,IA-5,IA,Authenticator management,NIST SP 800-53 Rev. 5.2.0,control,,"Manage system authenticators by:
A. verifying, as part of the initial authenticator distribution, the identity of the individual, group, role, service, or device receiving the authenticator
B. establishing initial authenticator content for any authenticators issued by the organization
C. ensuring that authenticators have sufficient strength of mechanism for their intended use
D. establishing and implementing administrative procedures for initial authenticator distribution, for lost or compromised or damaged authenticators, and for revoking authenticators
E. changing default authenticators prior to first use
F. changing or refreshing authenticators [Assignment: organization-defined time period by authenticator type] or when [Assignment: organization-defined events] occur
G. protecting authenticator content from unauthorized disclosure and modification
H. requiring individuals to take, and having devices implement, specific controls to protect authenticators
I. changing authenticators for group or role accounts when membership to those accounts changes",,,
ia-5.1,IA-5(1),IA,Password-based authentication,NIST SP 800-53 Rev. 5.2.0,control,,"For password-based authentication:
a. maintain a list of commonly used, expected, or compromised passwords and update the list [Assignment: organization-defined frequency] and when organizational passwords are suspected to have been compromised directly or indirectly
b. when users create or update passwords, verify that the passwords are not found on the list of commonly used, expected, or compromised passwords in IA-05(01)a
c. transmit passwords only over cryptographically protected channels
d. store passwords using an approved salted key derivation function, preferably using a keyed hash
e. require immediate selection of a new password upon account recovery
f. allow user selection of long passwords and passphrases, including spaces and all printable characters
g. employ automated tools to assist the user in selecting strong password authenticators
h. enforce the following composition and complexity rules: [Assignment: organization-defined composition and complexity rules]",,,
ia-5.2,IA-5(2),IA,Public key-based authentication,NIST SP 800-53 Rev. 5.2.0,control,,"a. For public key-based authentication
1) enforce authorized access to the corresponding private key
2) map the authenticated identity to the account of the individual or group
   b. When PKI is used
3) validate certificates by constructing and verifying a certification path to an accepted trust anchor, including checking certificate status information
4) implement a local cache of revocation data to support path discovery and validation",,,
ia-5.6,IA-5(6),IA,Protection of authenticators,NIST SP 800-53 Rev. 5.2.0,control,,Protect authenticators commensurate with the security category of the information to which use of the authenticator permits access.,,,
ia-5.7,IA-5(7),IA,No embedded unencrypted static authenticators,NIST SP 800-53 Rev. 5.2.0,control,,Ensure that unencrypted static authenticators are not embedded in applications or other forms of static storage.,,,
ia-5.8,IA-5(8),IA,Multiple system accounts,NIST SP 800-53 Rev. 5.2.0,control,,Implement [Assignment: organization-defined security controls] to manage the risk of compromise due to individuals having accounts on multiple systems.,,,
ia-5.9,IA-5(9),IA,Federated credential management,NIST SP 800-53 Rev. 5.2.0,control,,Use the following external organizations to federate credentials: [Assignment: organization-defined external organizations].,ia-05.09_odp = SSC,,
ia-5.13,IA-5(13),IA,Expiration of cached authenticators,NIST SP 800-53 Rev. 5.2.0,control,,Prohibit the use of cached authenticators after [Assignment: organization-defined time period].,,,
ia-5.14,IA-5(14),IA,Managing content of PKI trust stores,NIST SP 800-53 Rev. 5.2.0,control,,"For PKI-based authentication, employ an organization-wide methodology for managing the content of PKI trust stores installed across all platforms, including networks, operating systems, browsers, and applications.",,,
ia-6,IA-6,IA,Authentication feedback,NIST SP 800-53 Rev. 5.2.0,control,,Obscure feedback of authentication information during the authentication process to protect the information from possible exploitation and use by unauthorized individuals.,,,
ia-7,IA-7,IA,Cryptographic module authentication,NIST SP 800-53 Rev. 5.2.0,control,,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, Orders in Council, directives, policies, regulations, standards, and guidelines for such authentication.",,,
ia-8,IA-8,IA,Identification and authentication (non-organizational users),NIST SP 800-53 Rev. 5.2.0,control,,Uniquely identify and authenticate non-organizational users or processes acting on behalf of non-organizational users.,,,
ia-8.1,IA-8(1),IA,Acceptance of PKI-based credentials from other,NIST SP 800-53 Rev. 5.2.0,control,,agencies Accept and electronically verify PKI-based credentials from other GC departments and agencies.,,Acceptance of PKI-based credentials from other GC departments and agencies applies to both logical and physical access control systems.,
ia-8.2,IA-8(2),IA,Acceptance of external authenticators,NIST SP 800-53 Rev. 5.2.0,control,,"a. Accept only external authenticators that are compliant with ITSP.30.031-appropriate level of assurance
b. Document and maintain a list of accepted external authenticators",,"Approved external authenticators meet or exceed the minimum GC technical, security, privacy, and organizational maturity requirements. Meeting or exceeding GC requirements allows GC relying parties to trust external authenticators in connection with an authentication transaction at a specified authenticator assurance level. Examples of this in the GC are the Sign-In Partners and GCKey programs.

Sign-In Partners are private sector organizations that have partnered with SecureKey Technologies to enable their customers to use their online credentials to access GC services. GCKey is the government-branded issued credential. Both have the same authentication process and security requirements and are compliant with the Privacy Act.",
ia-8.4,IA-8(4),IA,Use of defined profiles,NIST SP 800-53 Rev. 5.2.0,control,,Conform to the following profiles for identity management [Assignment: organization-defined identity management profiles].,,,
ia-11,IA-11,IA,Re-authentication,NIST SP 800-53 Rev. 5.2.0,control,,Require users to re-authenticate when [Assignment: organization-defined circumstances or situations requiring re-authentication].,,,
ia-12,IA-12,IA,Identity proofing,NIST SP 800-53 Rev. 5.2.0,control,,"A. Identity proof users that require accounts for logical access to systems based on appropriate identity assurance level requirements as specified in applicable standards and guidelines
B. Resolve user identities to a unique individual
C. Collect, validate, and verify identity evidence",,Standards and guidelines specifying identity assurance levels for identity proofing include Appendix A: Standard on Identity and Credential Assurance of the TBS Directive on Identity Management.,
ia-12.2,IA-12(2),IA,Identity evidence,NIST SP 800-53 Rev. 5.2.0,control,,Require evidence of individual identification be presented to the registration authority.,,,
ia-12.3,IA-12(3),IA,Identity evidence validation and verification,NIST SP 800-53 Rev. 5.2.0,control,,Require that the presented identity evidence be validated and verified through [Assignment: organizational defined methods of validation and verification].,,Validation and verification of identity evidence is a requirement of the Privacy Act.,
ia-12.4,IA-12(4),IA,In-person validation and verification,NIST SP 800-53 Rev. 5.2.0,control,,Require that the validation and verification of identity evidence be conducted in person before a designated registration authority.,,,
